AverageSpend,WaitTime,ServiceRating,satisfaction,satisfaction_category,ServiceQuality_Impact,WaitTime_Impact
160.7755979777342,58.894075091264384,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
153.468922576381,19.44417985162461,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
180.16039006571933,9.303960506044922,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
171.52105919822188,17.705528542396085,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
150.2630044370998,59.97076205449223,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
156.13058358815852,17.49933493348158,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
150.02543738745138,8.019213181970159,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
157.79498012102556,53.09621353085749,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
182.91249695992715,42.53974048856039,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
169.23779539028496,57.05324946891244,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
197.72393072909568,7.582249870808515,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
180.3932781800881,41.83867263046258,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
192.27871231785767,1.7609426572039943,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
164.64416387229207,57.14512614153704,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
184.02815592607936,16.532615617248975,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
163.887318992035,9.412060949855972,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
178.58696459159393,47.58910845730353,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
163.0435235626266,5.5382424682859455,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
188.6300494204889,55.35583361022382,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
167.89015925797418,7.331572874095766,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
195.74497066492685,59.48946845343411,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
183.70698868021884,19.53842039435904,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
171.09547026445418,2.9741280043373286,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
189.1319602316872,57.43355058474199,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
153.9636998994551,11.645289297717218,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
179.22671097370798,53.07767957909005,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
170.52104612320568,0.7901403424143827,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
152.44996861780493,16.698340437865237,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
168.76792613447665,13.869249608264116,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
181.2632909578462,50.81000251264156,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
176.78397933412256,43.65004405085768,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
167.0862907790414,0.8387493070477969,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
170.00275538261735,40.30622708688748,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
177.6250712885947,46.09175074628937,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
194.61507364160272,0.0204940339325276,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
182.4289298714216,14.469958961030317,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
153.05342078846027,40.86118501614897,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
189.23895697660265,7.180355695929272,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
150.64589337455803,6.357974098708167,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
166.26489220551687,56.05735046292452,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
152.10402288989147,42.29117540968138,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
187.36948283263715,13.842779240091748,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
185.97282158434064,8.998183785935797,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
194.16530297447468,56.53651310178938,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
188.6663473401308,40.09550564763615,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
162.3817319142283,6.089911053138726,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
166.9688745964335,3.956950223363871,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
197.77694943493435,17.035477208686682,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
161.04491346608322,47.513441148109486,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
167.8143185314717,16.419927964037715,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
159.15599401116086,47.2977797640001,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
175.31373927611426,44.62754248091085,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
156.26111540181313,49.36253676902509,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
182.7114284691665,2.080186860877189,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
189.79294657417745,43.59121366077667,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
182.21695940607364,43.06973662099151,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
177.26756568384457,2.4618572190836785,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
199.79665018579988,58.680533205399655,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
160.77189321161276,3.1058381233698773,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
155.9310526627238,43.0460187218084,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
187.9768523616427,57.48473800726117,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
174.28307608685222,49.0028273356464,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
172.2121284186738,15.025111643265484,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
197.52039216896063,51.51607010754032,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
154.93974170365198,0.001380296669815,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
159.32115303664062,54.10296267833252,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
152.01270762418065,48.531310484317856,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
193.7564628834575,59.205748234633,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
172.68840534493273,51.309567442728266,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
191.29020011401389,44.07254533905591,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
173.78543555591506,46.36396948305728,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
153.22984378487956,0.0920334760771135,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
161.3607093012393,57.60193300637651,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
186.0119951130392,48.25950991118505,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
161.14438446229394,13.911533282471042,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
182.1588160665596,15.319547781406271,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
188.3332915729802,50.93668576449252,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
168.5482377453084,19.542025543912924,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
191.139417319873,49.26764525312597,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
172.7751955413261,58.99201836255528,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
176.61044905704867,54.25606515142513,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
199.9735265228343,6.168722560922801,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
168.29056314968932,12.75702476072659,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
161.29108141657406,7.583096137113914,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,Short wait times are contributing to high satisfaction
165.9083936082578,5.091310623516527,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
197.28846854334893,56.0455693787016,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
195.4952072501588,10.185275851948902,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
157.80792980334434,45.93084337996321,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
172.8190355678489,43.30699210225019,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
150.5816281517009,1.3740790404141157,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
173.4417600904705,43.61747306069342,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
191.5995109700736,3.016303939904865,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
152.31006335756317,12.220101872103273,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
192.50752885699288,52.43018094062733,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
171.6511615768452,2.130986242064408,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
168.90950043757067,46.66917124903171,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
189.7619745829672,8.397030570724553,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
189.8539231009851,50.5117096123488,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
160.58518349362234,53.47543630847147,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
195.2689536465537,17.00683947103258,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
199.7501521759893,11.8628119046728,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
194.93351983684263,8.55595343703207,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
183.11520692505675,52.91518026044061,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
175.46153551453088,58.43790094608447,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
189.6222389485968,12.221203389731969,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
186.769294061042,56.37740242061348,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
176.12673062604756,59.66843089958084,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
162.46693512750406,48.96997119626625,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
167.78174060666433,43.57298839236325,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
151.72694681492106,57.24799219943493,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
161.24861370972803,47.41376468698968,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
185.69791414455457,44.67067298172747,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
171.29351836014737,49.16746301797055,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
175.03210146489857,49.429604235919015,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
198.4449157190955,3.233575570667917,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
158.68347022185887,8.102969190086826,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
176.97585538917426,57.58370681893139,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
165.71957046805645,45.08185905563976,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
162.97029138365892,49.34783381255969,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
162.5853412343783,6.507093919774054,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
186.8367561404457,46.666149160936,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
161.09096320148407,51.7077762464176,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
195.87542268680468,47.95934719584741,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
153.7706146764834,57.9171810012558,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
196.52881811977332,42.66816253981653,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
179.3577899206674,14.122936133441774,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
171.19684372354428,4.11949370909344,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
191.41182258182457,53.79366291821155,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
185.40145786385608,19.28773737703316,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
164.09565425797908,8.492395624132671,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
166.93114393903252,56.319628487565474,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
180.9215511141612,2.746688416056451,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
183.58164821906905,7.705847530002243,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
154.68042956733214,13.362079457238483,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
160.0793395639832,0.4268353913937273,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
167.18442782004217,48.62133553025409,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
180.63215151306244,15.644211920318275,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
185.92193382644493,50.25718824153369,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
168.47896337379473,44.282349437078274,3,4.222222222222222,High,Service quality has moderate impact on satisfaction,"Long wait times, but customers are still satisfied"
169.6905015151832,16.6324537070211,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
177.8478650682053,17.397187511155526,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
154.41550917302246,48.82977393513205,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
152.77420124096685,2.541497539615214,1,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway",Short wait times are contributing to high satisfaction
198.9602709736135,44.27713943520072,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
194.8845103751251,43.19960750266653,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,"Long wait times, but customers are still satisfied"
156.32857245809467,6.669285171474613,4,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
191.146100968778,40.745820930163646,2,4.222222222222222,High,"Service quality is poor, but customers are satisfied anyway","Long wait times, but customers are still satisfied"
180.83422899334732,8.019735830998915,5,4.222222222222222,High,Excellent service quality is driving high satisfaction,Short wait times are contributing to high satisfaction
